t,Position,Theta,Velocity,Theta_dot,u
0.0,1.0,0.0,0.0,0.0,-13.582842304726647
0.1,0.9908400049720579,0.01325045947812364,-0.1831999005715079,0.26500918950732566,-24.22806648751422
0.2,0.9623566453157602,0.052565166873090374,-0.38646729255444856,0.52128495839201,-18.259059275845477
0.30000000000000004,0.9166427183024465,0.10931412918041443,-0.5278112477118159,0.6136942877544568,-12.409036061429301
0.4,0.8597160223395942,0.16673016926182568,-0.6107226715452487,0.5346265138737955,-7.2450579701905
0.5,0.7969366091968367,0.20897819835507048,-0.6448655913099005,0.3103340679911038,-3.168999707927978
0.6000000000000001,0.7325144382934369,0.22411292945016167,-0.6435778267581107,-0.007639446089287271,-0.35800513557509617
0.7000000000000001,0.6692669802334312,0.2060214565712224,-0.6213713344420202,-0.3541900114895065,1.1702208961271794
0.8,0.6085709733682355,0.15526386244161725,-0.5925488028619008,-0.6609618711025866,1.496266501741761
0.9,0.550440893312543,0.0789076728029028,-0.5700527982519421,-0.8661619216717187,0.8424467884987269
1.0,0.49377839635442694,-0.010725728068270426,-0.5631971409103624,-0.9265060957516191,-0.3493165885348479
1.1,0.4368766314951924,-0.09849539661859454,-0.5748381562743512,-0.8288872752548936,-1.4650534397548274
1.2000000000000002,0.37812064688200187,-0.1696677891950051,-0.6002815359894682,-0.5945605762733314,-1.916160952165578
1.3,0.3166562921794397,-0.21302135655203985,-0.6290055580617843,-0.27251077086738457,-1.3121255256793616
1.4000000000000001,0.252828781822614,-0.22300268299049306,-0.6475446490747488,0.07288424209831199,0.532195156617898
1.5,0.1883792282949881,-0.20069615558897821,-0.6414464214777829,0.3732463059319788,3.6797330199316685
1.6,0.12649024436409825,-0.15374203695777106,-0.5963332571400103,0.5658360666921706,8.087921167936358
1.7000000000000002,0.07169626725907002,-0.09523451300126391,-0.49954628496054043,0.6043144124380037,13.532466373327605
1.8,0.02957881217220647,-0.04150615853439743,-0.3428028167767392,0.4702526768993162,19.563572248350802
1.9000000000000001,0.006219335666416475,-0.008996762346338082,-0.12438671333905998,0.1799352468618647,25.597486939648455
2.0,0.0,0.0,0.0,0.0,
