t,Position,Theta,Velocity,Theta_dot,u
0.0,0.0,3.141592653589793,0.0,0.0,-25.726955400977594
0.1,-0.01319663724708581,3.121046147293422,-0.2639327449088351,-0.41093012600776374,-28.427488665402784
0.2,-0.044680372107853535,3.0688852603510104,-0.3657419523065087,-0.632287612840499,8.053527713728787
0.30000000000000004,-0.07277236862408736,3.010817411663038,-0.196097978018168,-0.529069360918943,28.277010882465976
0.4,-0.0770438392399718,2.96954382136828,0.11066856570048476,-0.2964024449761723,37.242690145633944
0.5,-0.04831225726168709,2.9527643154940555,0.46396307386521624,-0.03918767250831095,38.56923147155754
0.6000000000000001,0.015113614853642935,2.9604178390552467,0.8045543684413661,0.19225814373213537,34.91648579551417
0.7000000000000001,0.11009537913580322,2.9888973880774365,1.0950809172018487,0.3773328367116665,28.128080947670394
0.8,0.23048215206842299,3.033222058802621,1.3126545414504873,0.5091605777920026,19.43170385221482
0.9,0.3683075879105022,3.087984136246791,1.4438541753910483,0.5860809710914082,9.653659501849429
1.0,0.5145890612883659,3.147684527713766,1.4817752921661829,0.6079268582481018,-0.6062826320262397
1.1,0.6599064111804592,3.20681731664309,1.424571705675741,0.5747289203383725,-10.843463499966113
1.2000000000000002,0.7948888929565243,3.2598768763037,1.2750779298456454,0.48646227287383714,-20.541287057644332
1.3,0.9107122693287941,3.3013727077557307,1.0413895975997745,0.3434543561667906,-29.060188518636096
1.4000000000000001,0.9997112471290509,3.325947424022019,0.738589958405365,0.14803996915898412,-35.497733451904544
1.5,1.056244695189266,3.328802215276431,0.392079002798928,-0.0909441440707547,-38.50190903689841
1.6,1.0780018809576026,3.3068398558692222,0.04306471256781089,-0.34830304407344753,-36.0499636811846
1.7000000000000002,1.0679767835716063,3.2611894467772236,-0.2435666602877448,-0.5647051377665463,-25.256202053248504
1.8,1.0373311671436036,3.2019585502833987,-0.36934566827230775,-0.6199127921099595,-2.2158907192831525
1.9000000000000001,1.0094319418642066,3.1562777821354597,-0.18863883731563338,-0.2937025708487912,38.59154699727519
2.0,1.0,3.141592653589793,0.0,0.0,
