t,Position,Theta,Velocity,Theta_dot,u
1.35,0.7149398065977296,0.21161824937617132,0.6288793693950105,0.14644347136862232,-0.9866916744035031
1.375,0.7306705303827283,0.21429473754604703,0.6295785334048886,0.06767558222143097,-1.4054224679482592
1.4000000000000001,0.7464055697784847,0.21501369595696238,0.6292246182556104,-0.010158909348200646,-1.8778839096742028
1.425,0.7621165862519903,0.21381012259861346,0.6276566996248617,-0.08612695931971259,-2.4042885201155584
1.4500000000000002,0.7777712192434109,0.21074215974790772,0.6247139396887706,-0.15931006873674444,-2.984709126501733
1.475,0.7933330965206831,0.20589063017828066,0.6202362424930075,-0.22881229683341078,-3.618736963048404
1.5,0.8087618630550444,0.199358367925156,0.6140650802559019,-0.29376868341656526,-4.305774593430852
1.5250000000000001,0.8240132309705702,0.19126933572920943,0.6060443529861627,-0.3533538922591561,-5.04483401862314
1.55,0.8390390584731728,0.18176751364473517,0.596021847222048,-0.40679187449878634,-5.834376476504156
1.5750000000000002,0.8537874699709103,0.17101553840586398,0.5838510725969508,-0.45336614461091024,-6.672292023165344
1.6,0.8682030189129212,0.15919309164768797,0.5693928427639164,-0.4924295960431725,-7.556245048881028
1.625,0.8822268981174934,0.14649503432378086,0.552517493601866,-0.5234149898693883,-8.482887429268468
1.6500000000000001,0.8957972075505788,0.13312928212802366,0.5331072610449538,-0.5458451857911936,-9.448555095433012
1.675,0.9088492774451692,0.1193144404714833,0.5110583305222833,-0.5593421467320456,-10.448833271121988
1.7000000000000002,0.9213160440699738,0.10527722467852432,0.48628299946210013,-0.563635116704683,-11.478836624116797
1.725,0.9331284735402927,0.09124969996383876,0.4587113581634168,-0.558566860470148,-12.533215363462125
1.75,0.9442160255022357,0.07746638622641001,0.4282927987920271,-0.5440982385241578,-13.60614101035722
1.7750000000000001,0.954507149306268,0.0641612754083064,0.39499710553055334,-0.5203106269241236,-14.691490899536946
1.8,0.9639297989764113,0.05156482069784136,0.358814868080901,-0.4874057499130838,-15.783038904596799
1.8250000000000002,0.9724119517108009,0.03990095933234734,0.3197573506702638,-0.445703159326435,-16.87454294982393
1.85,0.9798821180545898,0.029384223749353903,0.27785595683284986,-0.39563568731303833,-17.959849366139903
1.875,0.9862698384417842,0.020216982304025584,0.23316167414270306,-0.3377436283132264,-19.032706664602173
1.9000000000000001,0.9915061588801355,0.012586848637039374,0.18574396092540627,-0.27266706504566773,-20.08736174424844
1.925,0.9955240740875725,0.006664299697547782,0.1356892556695488,-0.20113685011366053,-21.11827585794378
1.9500000000000002,0.9982589376065562,0.002600519666894806,0.08309982584914587,-0.12396555233857313,-22.12017662288569
1.975,0.9996488427163353,0.0005254751354907722,0.02809258293318419,-0.042038010173750404,-23.0881141893242
2.0,1.0,0.0,0.0,0.0,
