t,Position,Theta,Velocity,Theta_dot,u
0.0,0.0,0.0,0.0,0.0,13.582834681774651
0.1,0.009159998805574011,-0.013250464940438968,0.1831999761137826,-0.2650092987687595,24.22808970251364
0.2,0.037643367135360706,-0.052565184108354666,0.3864673904819508,-0.5212850845895562,18.259040901977798
0.30000000000000004,0.0833573037937571,-0.10931415711133492,0.5278113426859683,-0.6136943754700693,12.409054285177184
0.4,0.14028401155960885,-0.1667302070099039,0.610722812631055,-0.5346266225012926,7.245049840839648
0.5,0.20306343560767343,-0.20897823937905882,0.6448656683302373,-0.31033402488180983,3.168995317107675
0.6000000000000001,0.26748560733101473,-0.2241129537452494,0.6435777661366053,0.0076397375579876315,0.35798161654959254
0.7000000000000001,0.33073305334271935,-0.20602144259604266,0.6213711540975038,0.3541904854261542,-1.1702220386857307
0.8,0.3914290444317056,-0.15526380693065628,0.5925486676822251,0.6609622278815681,-1.4962566182800145
0.9,0.44955911646814123,-0.0789075946714122,0.5700527730464776,0.866162017303333,-0.8424351388021747
1.0,0.5062216168861734,0.010725801254260484,0.56319723531419,0.9265059012101524,0.34932827353212964
1.1,0.5631233967221619,0.0984954378668856,0.5748383614055668,0.8288868310423773,1.4650636813635405
1.2000000000000002,0.6218793975421866,0.16966779078740932,0.600281654994933,0.5945602273681059,1.9161327770081475
1.3,0.6833437534882811,0.2130213395128202,0.6290054639269657,0.2725107471400949,1.3121099393996063
1.4000000000000001,0.7471712506067291,0.22300267025047876,0.6475444784420132,-0.0728841323869364,-0.5321952059388131
1.5,0.8116207944340279,0.20069614387838913,0.6414463981039753,-0.37324639505485,-3.6797024941986103
1.6,0.8735097810616919,0.15374201036630308,0.5963333344492998,-0.5658362751868663,-8.087930632335542
1.7000000000000002,0.9283037569698974,0.09523448102646237,0.49954618371479753,-0.6043143116099807,-13.532493179839031
1.8,0.9704211992933057,0.041506142345594264,0.34280266275336,-0.4702524620073983,-19.563555969370874
1.9000000000000001,0.993780666216168,0.008996759623795886,0.12438667570388585,-0.1799351924285638,-25.597479194421577
2.0,1.0,0.0,0.0,0.0,
